unit,age,sex,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,Y55-64,T,SE	: 	: 	7959 	8251 	8459 	8649 	8678 	8777 	9077 	9320 	9448 	9376 	9243 	9174 	8968 	8627 	8275 	7877 	7256 	6548 	5923 	5259 	4725 	4186 	3748 	3460 	3230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y55-64,T,SI	: 	1395 	1411 	1441 	1450 	1354 	1280 	1216 	1163 	1100 	1106 	1089 	1049 	976 	938 	905 	897 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y55-64,T,SK	: 	3604 	3762 	4028 	4339 	4603 	4785 	4883 	4932 	5034 	4878 	4798 	4537 	4303 	4024 	3558 	3262 	3357 	3058 	2864 	2661 	2770 	2344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y55-64,T,TR	: 	18850 	17187 	15747 b	15424 e	14893 e	14526 e	13945 e	13756 e	13344 e	12959 e	12694 e	12200 e	11636 e	11147 e	10743 e	10370 e	9986 e	9714 e	9455 e	9234 e	8766 e	8192 e	7721 e	7357 e	7108 e	6975 e	6769 e	6278 e	5860 e	5603 e	5207 e	4802 e	4371 e	3993 e	3850 e	3746 e	3516 e	3317 e	3183 e	2922 e	2801 e
NR,Y55-64,T,UK	: 	: 	23736 	23743 e	21962 	20331 	19779 b	19839 	19679 	19416 	19253 	18945 	18558 b	18838 	17149 	16907 	16558 	15800 	14262 	13103 	12407 	11780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,AT	767 	611 	513 	472 	402 	376 	438 	455 b	435 bd	315 d	290 d	322 d	297 d	302 d	284 d	269 d	253 d	209 d	201 d	194 d	195 d	191 d	194 d	384 d	390 d	389 d	395 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,BE	: 	1287 	1192 	1097 	956 	875 	729 	619 	514 	437 	369 	308 	271 b	300 	263 	236 	225 	203 	187 	176 	176 	157 	151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,BG	: 	2656 	2576 	2417 	2301 	2134 	2109 d	1891 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,CH	843 	764 	749 	671 	609 	566 	507 	473 	418 	369 	334 	305 	272 	247 b	225 	194 	169 	146 	119 	128 	130 	129 	: 	: 	: 	172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,CY	: 	: 	126 	103 	86 	69 	59 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,CZ	: 	2964 e	2453 be	: 	: 	: 	: 	: 	2254 	2162 	1984 	1751 	1595 	1416 	1238 	1079 	958 	860 	848 	796 	732 	645 b	547 	492 	414 	344 	282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,DE	: 	6812 	6233 	5644 	5051 	4550 	3975 	3378 	3069 	3060 	2778 	2760 	2444 	2126 	1884 	1598 	1485 	1250 	1131 	1071 	1035 	972 	962 	1180 	1318 	1339 	1435 	1621 	1627 	1731 	1838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,DK	: 	: 	603 	536 	494 	447 	411 	399 	378 	335 	316 	274 	224 	194 	140 	111 	113 	111 	83 	76 	63 	51 	64 	50 	42 	51 	62 	51 	58 	55 b	51 	46 	49 	49 	41 	45 	53 	51 	49 	55 	56 	49 
NR,Y65-74,F,EE	: 	588 	566 	546 	524 	508 	496 	469 	476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,EL	: 	1295 	1205 	1062 	1181 	934 	778 	843 	702 	735 	654 	674 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	200 	188 	174 	171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,ES	: 	3100 	2233 	1333 	1500 	1766 	1667 	1433 	1433 	1100 	967 	600 	633 	433 	300 	167 	167 	100 	67 	67 	133 	200 	167 	100 	33 	66 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	100 	: 	: 	: 	: 	0 
NR,Y65-74,F,FI	: 	: 	: 	194 	169 	158 	140 	111 	93 	93 	81 	72 	67 	72 	49 	35 	15 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,FR	: 	7206 	6656 	6147 	5649 	5129 	4505 	3974 	3348 	2654 	2103 b	2533 	2324 b	2136 	1790 	1777 	1701 	1649 	1517 	1389 	1228 	1099 	1038 	983 	800 	833 	791 	727 	821 	758 	687 	605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,HR	: 	289 	289 	248 	242 	164 	132 	258 	117 	125 	85 	109 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,HU	: 	2484 b	3074 	2734 	2475 	2195 	1918 b	2336 	2113 	2101 	1822 	1573 b	1816 	1888 b	936 b	1408 	1026 b	1510 b	1498 	1227 b	789 e	487 be	584 	522 	483 	422 	410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,IE	257 b	233 	198 	225 	176 b	182 	165 	150 b	209 	197 	271 	: 	: 	323 	347 	301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,IS	: 	: 	32 	35 	21 	17 b	16 	16 	14 	11 	14 	12 	12 	9 	10 	8 	6 b	5 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,IT	14222 p	11919 	10083 	7817 	5979 	4160 	2879 	2349 	1855 	1410 b	6101 	5411 	5006 	4846 	4441 	4367 	4250 	3887 e	3688 e	3524 e	3378 e	3315 be	3382 	3211 	3041 	2809 	2703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,LI	1 	1 	1 	2 	2 	1 	1 	2 	3 	1 	1 	1 b	1 d	1 d	1 d	1 d	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,LT	: 	990 e	1135 e	1271 be	1360 de	1315 de	1217 de	1253 de	1264 de	1223 de	1196 de	1157 de	1232 de	1208 de	1211 bde	1796 d	1789 d	1705 d	1696 d	1104 d	852 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,LU	: 	: 	: 	: 	28 	25 	21 b	21 	16 	12 	10 	8 	9 	9 	9 	9 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,LV	: 	673 	633 	625 	599 	599 	588 	614 	659 	644 	657 	684 b	801 	833 	742 	665 	606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,MT	: 	12 	9 	6 	5 	4 	3 	7 	5 	4 	4 	5 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,NL	: 	869 	725 	616 b	515 	415 	363 	302 b	251 	228 	176 	130 	124 	108 	92 	91 	89 	80 	86 	83 	82 	70 	56 b	777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	366 	: 	: 	: 	: 	: 
NR,Y65-74,F,NO	542 	483 	442 	399 	352 	329 	306 b	310 	277 	252 	227 	215 	204 b	192 	154 	156 	125 	105 	98 	82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,RO	: 	2322 	2072 	1739 	1333 	1102 	886 	867 d	677 	626 	600 	577 b	530 	520 	397 	364 	446 	410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,RS	123 	282 b	: 	44 	28 	24 b	27 	30 	48 	36 	35 	20 	23 	29 	25 	20 	15 	22 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,SE	: 	: 	1485 	1576 	1493 	1416 	1471 	1399 	1267 	1118 	926 	812 	677 	523 	460 	362 	305 	288 	211 	198 	147 	127 	117 	110 	105 	109 	102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,SI	: 	211 	251 	217 	185 	104 	87 	85 	84 	74 	70 	50 	49 	50 	41 	30 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,SK	: 	1682 	1526 	1349 	1163 	1071 	965 	893 	833 	757 	678 	647 	561 	471 	397 	302 	231 	224 	176 	165 	140 	157 	123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,F,TR	: 	883 	865 	764 b	748 e	723 e	705 e	677 e	667 e	647 e	629 e	616 e	592 e	565 e	541 e	521 e	503 e	484 e	471 e	459 e	448 e	425 e	397 e	375 e	357 e	345 e	338 e	328 e	305 e	284 e	272 e	253 e	233 e	212 e	194 e	187 e	182 e	171 e	161 e	154 e	142 e	136 e
NR,Y65-74,F,UK	: 	: 	740 	694 e	629 	570 	528 b	575 	557 	523 	483 	445 	435 b	448 	339 	292 	309 	252 	190 	163 	167 	159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,AT	2306 	2023 	1966 	1921 	1773 	1700 	1926 	2009 b	2090 bd	1669 d	1584 d	1636 d	1593 d	1540 d	1504 d	1407 d	1246 d	1109 d	1046 d	1003 d	1014 d	968 d	989 d	1564 d	1628 d	1695 d	1719 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,BE	: 	4844 	4694 	4490 	4275 	4121 	3798 	3518 	3290 	3023 	2785 	2553 	2410 b	3071 	2931 	2830 	2698 	2676 	2621 	2586 	2532 	2543 	2480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,BG	: 	1752 	1714 	1611 	1572 	1575 	1746 d	1637 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,CH	2882 	2871 	2817 	2721 	2610 	2465 	2331 	2089 	1907 	1682 	1520 	1376 	1220 	1090 b	1068 	943 	862 	826 	725 	762 	781 	849 	: 	: 	: 	1004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,CY	: 	: 	498 	468 	422 	376 	325 	286 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70 	: 	: 	: 	: 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,CZ	: 	3026 e	2776 be	: 	: 	: 	: 	: 	2073 	1948 	1812 	1722 	1687 	1622 	1586 	1574 	1529 	1502 	1616 	1630 	1659 	1660 b	1448 	1391 	1392 	1275 	1243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,DE	: 	19060 	18523 	17371 	16155 	14894 	13517 	11523 	10297 	9875 	8641 	8180 	6981 	5743 	5283 	4656 	4340 	3649 	3401 	3264 	3133 	3048 	3004 	3713 	4286 	4519 	4868 	5106 	5502 	5887 	6281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,DK	: 	: 	1778 	1784 	1834 	1795 	1731 	1664 	1625 	1529 	1389 	1244 	1038 	921 	689 	617 	578 	560 	448 	441 	388 	367 	377 	349 	329 	378 	393 	390 	377 	376 b	278 	321 	311 	315 	328 	349 	361 	384 	380 	395 	362 	359 
NR,Y65-74,M,EE	: 	188 	180 	159 	153 	131 	137 	136 	134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,EL	: 	4595 	4494 	4186 	4488 	3751 	3398 	3623 	3247 	3255 	3089 	3052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1302 	1266 	1246 	1234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,ES	: 	9300 	8833 	8433 	7667 	6100 	4900 	4733 	5233 	5633 	5467 	4834 	4333 	4000 	4200 	4333 	4233 	3967 	3000 	3133 	3233 	3900 	3433 	2867 	2867 	2667 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	3600 	: 	: 	: 	: 	5400 
NR,Y65-74,M,FI	: 	: 	: 	270 	252 	242 	248 	221 	208 	205 	186 	184 	152 	159 	121 	98 	60 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,FR	: 	22215 	21603 	20513 	19962 	18968 	17601 	15962 	14195 	11734 	9429 b	8218 	7312 b	6618 	5477 	5219 	4888 	4910 	4519 	4279 	4003 	3644 	3485 	3252 	2608 	2779 	3221 	3082 	3724 	3694 	3545 	3342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,HR	: 	209 	226 	197 	213 	224 	199 	313 	197 	220 	176 	189 	151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,HU	: 	2039 b	2624 	2418 	2296 	2169 	1973 b	2485 	2699 	2682 	2479 	2274 b	2816 	2937 b	1410 b	2447 	1771 b	2807 b	2828 	2453 b	1814 e	1322 be	1581 	1519 	1414 	1293 	1335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,IE	783 b	794 	747 	838 	739 b	841 	775 	730 b	1022 	1018 	1127 	: 	: 	1177 	1269 	1066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,IS	: 	: 	178 	182 	186 	182 b	169 	145 	132 	125 	95 	77 	70 	70 	65 	57 	63 b	71 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,IT	42923 p	39166 	36970 	32811 	29117 	24174 	19482 	17068 	14518 	11802 b	40967 	38194 	36767 	36365 	34030 	35350 	35167 	33270 e	32070 e	31679 e	31455 e	32100 be	33550 	32890 	32610 	31551 	31578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,LI	22 	18 	18 	15 	14 	10 	8 	11 	13 	8 	5 	4 b	4 d	3 d	4 d	4 d	4 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,LT	: 	412 e	471 e	524 be	621 de	583 de	571 de	565 de	530 de	517 de	499 de	484 de	495 de	494 de	505 bde	815 d	800 d	740 d	739 d	528 d	424 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,LU	: 	: 	: 	: 	157 	132 	118 b	121 	105 	105 	92 	83 	86 	80 	79 	79 	76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,LV	: 	222 	216 	217 	211 	211 	209 	211 	209 	215 	206 	219 b	279 	298 	270 	241 	213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,MT	: 	78 	69 	68 	65 	59 	60 	81 	73 	65 	65 b	76 	84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,NL	: 	3233 	2927 	2800 b	2633 	2412 	2245 	2032 b	1783 	1593 	1325 	968 	899 	786 	711 	837 	736 	693 	706 	667 	640 	615 	541 b	3737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1627 	: 	: 	: 	: 	: 
NR,Y65-74,M,NO	2013 	1962 	1969 	1908 	1814 	1672 	1564 b	1585 	1508 	1410 	1352 	1228 	1157 b	1031 	921 	885 	807 	725 	710 	556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,RO	: 	1562 	1438 	1346 	1115 	1023 	905 	919 d	809 	771 	797 	821 b	856 	1002 	930 	849 	941 	992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,RS	105 	216 b	: 	67 	52 	47 b	50 	64 	82 	78 	64 	45 	45 	59 	47 	41 	47 	89 	98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,SE	: 	: 	2981 	3309 	3268 	3199 	3192 	3164 	2933 	2650 	2317 	2000 	1768 	1434 	1379 	1199 	1088 	993 	797 	747 	598 	534 	448 	505 	471 	550 	547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,SI	: 	267 	306 	280 	238 	189 	195 	205 	182 	175 	197 	173 	172 	168 	135 	117 	93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,SK	: 	1587 	1488 	1371 	1204 	1106 	983 	895 	799 	692 	620 	618 	613 	572 	528 	433 	423 	454 	403 	411 	430 	497 	463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,M,TR	: 	4228 	4128 	3843 b	3764 e	3634 e	3545 e	3403 e	3357 e	3257 e	3163 e	3098 e	2977 e	2840 e	2720 e	2622 e	2531 e	2437 e	2371 e	2307 e	2254 e	2139 e	1999 e	1884 e	1795 e	1735 e	1702 e	1652 e	1532 e	1430 e	1367 e	1271 e	1172 e	1067 e	974 e	940 e	914 e	858 e	810 e	777 e	713 e	684 e
NR,Y65-74,M,UK	: 	: 	2987 	3039 e	2734 	2460 	2375 b	2523 	2430 	2321 	2092 	1963 	1943 b	1947 	1481 	1382 	1340 	1216 	918 	812 	826 	780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,AT	3073 	2634 	2479 	2393 	2175 	2076 	2364 	2464 b	2525 bd	1984 d	1874 d	1958 d	1890 d	1842 d	1788 d	1676 d	1499 d	1318 d	1247 d	1197 d	1209 d	1159 d	1183 d	1948 d	2018 d	2084 d	2114 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,BE	: 	6131 	5886 	5587 	5231 	4996 	4527 	4137 	3804 	3460 	3154 	2861 	2681 b	3371 	3194 	3066 	2923 	2879 	2808 	2762 	2708 	2700 	2631 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,BG	: 	4408 	4290 	4028 	3873 	3709 	3855 d	3528 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,CH	3725 	3635 	3566 	3392 	3219 	3031 	2838 	2562 	2325 	2051 	1854 	1681 	1492 	1337 b	1293 	1137 	1031 	972 	844 	890 	911 	978 	: 	: 	: 	1176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,CY	: 	: 	624 	571 	508 	445 	384 	334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	75 	: 	: 	: 	: 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,CZ	: 	5990 e	5229 be	: 	: 	: 	: 	: 	4327 	4110 	3796 	3473 	3282 	3038 	2824 	2653 	2487 	2362 	2464 	2426 	2391 	2305 b	1995 	1883 	1806 	1619 	1525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,DE	: 	25872 	24756 	23015 	21206 	19444 	17492 	14901 	13366 	12935 	11419 	10940 	9425 	7869 	7167 	6254 	5825 	4899 	4532 	4335 	4168 	4020 	3966 	4893 	5604 	5858 	6303 	6727 	7129 	7618 	8119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,DK	: 	: 	2381 	2320 	2328 	2242 	2142 	2063 	2003 	1864 	1705 	1518 	1262 	1115 	829 	728 	691 	671 	531 	517 	451 	418 	441 	399 	371 	429 	455 	441 	435 	431 b	329 	367 	360 	364 	369 	394 	414 	435 	429 	450 	418 	408 
NR,Y65-74,T,EE	: 	776 	746 	705 	677 	639 	633 	605 	610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,EL	: 	5890 	5699 	5248 	5669 	4685 	4176 	4466 	3949 	3990 	3743 	3726 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1502 	1454 	1420 	1405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,ES	: 	12400 	11066 	9766 	9167 	7866 	6567 	6166 	6666 	6733 	6434 	5434 	4966 	4433 	4500 	4500 	4400 	4067 	3067 	3200 	3366 	4100 	3600 	2967 	2900 	2733 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	3700 	: 	: 	: 	: 	5400 
NR,Y65-74,T,FI	: 	: 	: 	464 	421 	400 	388 	332 	301 	298 	267 	256 	219 	231 	170 	133 	75 	63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,FR	: 	29421 	28259 	26660 	25611 	24097 	22106 	19936 	17543 	14388 	11532 b	10751 	9636 b	8754 	7266 	6996 	6590 	6560 	6036 	5668 	5231 	4744 	4523 	4235 	3408 	3612 	4012 	3809 	4545 	4453 	4232 	3946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,HR	: 	498 	515 	445 	455 	388 	331 	571 	314 	345 	261 	298 	246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,HU	: 	4523 b	5698 	5152 	4771 	4364 	3891 b	4821 	4812 	4783 	4301 	3847 b	4632 	4825 b	2346 b	3855 	2797 b	4317 b	4326 	3680 b	2603 e	1809 be	2165 	2041 	1897 	1715 	1745 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,IE	1040 b	1027 	945 	1063 	915 b	1023 	940 	880 b	1231 	1215 	1398 	: 	: 	1500 	1616 	1367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,IS	: 	: 	210 	217 	207 	199 b	185 	161 	146 	136 	109 	89 	82 	79 	75 	65 	69 b	76 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,IT	57145 p	51085 	47053 	40628 	35097 	28334 	22361 	19417 	16373 	13212 b	47068 	43605 	41773 	41211 	38471 	39717 	39417 	37157 e	35758 e	35203 e	34833 e	35415 be	36932 	36101 	35651 	34360 	34281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,LI	23 	19 	19 	17 	16 	11 	9 	13 	16 	9 	6 	5 b	5 d	4 d	5 d	5 d	5 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y65-74,T,LT	: 	1402 e	1606 e	1795 be	1981 de	1898 de	1788 de	1818 de	1794 de	1740 de	1695 de	1641 de	1727 de	1702 de	1716 bde	2611 d	2589 d	2445 d	2435 d	1632 d	1276 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
